"","GAME_ID","Team","Date","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP","PITCH_ID","PITCH_INN_CT","PITCH_OUTS"
"32","ANA201105080","CLE",20110508,5,38,11,2,0,1,5,0,0,1,1,0,14,1,0,0,0,8,3,3,3,0,0,24,9,1,0,0,0,"hared001","7","20"
"33","ANA201105090","ANA",20110509,0,31,6,1,0,0,0,0,0,0,2,0,6,2,0,1,0,6,3,8,8,0,0,27,6,0,0,0,0,"jacke001","7","21"
"34","ANA201105090","CHA",20110509,8,38,11,4,0,3,8,0,0,0,4,0,6,0,0,0,0,7,3,0,0,0,0,27,10,0,0,2,0,"sante001","7","18"
"35","ANA201105100","ANA",20110510,6,36,12,2,0,1,6,0,0,0,3,2,7,1,0,0,0,9,3,2,2,0,0,27,16,0,0,2,0,"dankj001","5","15"
"36","ANA201105100","CHA",20110510,2,33,8,3,0,1,2,0,0,0,1,0,5,0,0,2,0,5,2,6,6,1,0,24,8,2,0,0,0,"pinej001","8","23"
"37","ANA201105110","ANA",20110511,4,38,9,0,2,0,4,0,0,0,2,0,5,3,0,1,0,6,6,6,6,2,0,30,16,0,0,2,0,"peavj001","6","18"
"38","ANA201105110","CHA",20110511,6,41,15,3,0,1,5,0,2,1,7,1,4,1,0,2,0,15,4,4,4,0,0,30,13,0,0,1,0,"chatt001","7","19"
"39","ANA201105200","ANA",20110520,9,32,10,3,0,1,9,1,0,3,4,1,4,1,1,0,0,7,1,0,0,0,0,27,6,0,0,0,0,"hudst001","4","11"
"40","ANA201105200","ATL",20110520,0,31,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,9,9,0,0,24,10,0,0,0,0,"sante001","9","27"
"41","ANA201105210","ANA",20110521,4,36,5,1,0,1,4,2,0,1,7,1,9,5,1,1,0,6,8,4,4,0,0,36,19,2,0,2,0,"hanst001","6","18"
"42","ANA201105210","ATL",20110521,5,50,17,5,0,1,5,1,0,0,4,2,7,1,1,2,0,14,6,4,4,0,0,36,17,0,0,1,0,"pinej001","7","19"
"43","ANA201105220","ANA",20110522,4,30,7,4,0,1,4,0,0,1,5,0,7,0,0,1,0,8,3,1,1,1,0,27,6,0,0,0,0,"lowed001","6","18"
"44","ANA201105220","ATL",20110522,1,32,6,1,0,0,1,0,0,0,2,0,8,0,0,0,0,6,4,4,4,0,0,24,9,1,0,1,0,"chatt001","7","21"
"45","ANA201105230","ANA",20110523,4,28,7,2,0,0,4,2,0,0,5,1,3,2,0,1,0,7,3,1,1,0,0,27,12,0,1,1,0,"outmj001","7","21"
"46","ANA201105230","OAK",20110523,1,32,8,2,0,0,1,0,1,0,3,0,6,0,0,1,0,8,3,4,4,0,0,24,10,0,0,1,0,"weavj003","7","21"
"47","ANA201105240","ANA",20110524,1,32,6,2,0,0,1,0,0,0,3,0,5,2,0,1,0,7,2,6,6,0,0,27,14,0,0,0,0,"moscg001","6","18"
"48","ANA201105240","OAK",20110524,6,33,9,3,0,2,6,1,0,1,2,0,6,1,0,0,0,4,4,1,1,0,0,27,6,0,0,1,0,"hared001","7","21"
"49","ANA201105250","ANA",20110525,4,31,10,1,0,2,4,1,0,0,5,0,5,0,2,1,0,9,4,1,1,0,0,27,10,0,0,1,0,"cahit001","6","18"
"50","ANA201105250","OAK",20110525,1,33,8,2,0,0,1,0,0,1,2,0,8,2,0,1,0,8,2,3,3,0,0,24,12,1,0,1,0,"sante001","6","18"
"51","ANA201105260","ANA",20110526,3,30,5,1,0,1,3,0,0,0,4,0,6,0,0,2,0,4,3,4,4,0,0,27,12,0,0,1,0,"andeb004","8","24"
"52","ANA201105260","OAK",20110526,4,36,11,1,0,0,4,1,0,0,0,0,5,0,0,1,0,6,2,3,3,0,0,27,12,0,0,2,0,"pinej001","7","19"
"53","ANA201106030","ANA",20110603,3,32,9,2,0,0,3,0,0,1,4,2,4,2,1,0,0,10,3,2,2,0,0,27,6,0,0,1,0,"novai001","7","18"
"54","ANA201106030","NYA",20110603,2,29,3,2,0,0,2,0,0,0,5,0,11,0,0,1,0,5,4,2,2,1,0,24,9,0,1,1,0,"weavj003","7","21"
"55","ANA201106040","ANA",20110604,2,35,8,1,0,0,2,0,1,1,1,0,3,1,0,0,0,9,2,3,3,0,0,27,11,0,0,1,0,"sabac001","9","26"
"56","ANA201106040","NYA",20110604,3,32,7,1,0,2,3,0,0,0,3,0,6,0,1,1,0,5,2,1,1,0,0,27,7,1,0,0,0,"sante001","7","21"
"57","ANA201106050","ANA",20110605,3,34,10,3,0,1,3,0,1,0,5,1,7,3,0,2,0,10,4,5,5,0,0,27,18,0,0,2,0,"colob001","6","16"
"58","ANA201106050","NYA",20110605,5,34,11,3,0,3,5,0,0,0,3,0,6,1,1,2,0,5,4,3,3,0,0,27,14,0,0,2,0,"pinej001","7","20"
"59","ANA201106060","ANA",20110606,1,31,5,2,0,0,1,1,0,0,0,0,9,0,0,0,0,4,2,4,4,0,0,27,12,1,0,2,0,"pricd001","8","21"
"60","ANA201106060","TBA",20110606,5,32,9,0,0,1,5,1,1,1,1,0,9,2,0,2,0,4,3,1,1,0,0,27,11,0,0,0,0,"chatt001","7","21"
"61","ANA201106070","ANA",20110607,1,33,7,3,0,0,1,0,0,0,0,0,8,0,0,1,0,5,3,4,4,0,0,27,8,0,0,0,0,"cobba001","7","19"
"62","ANA201106070","TBA",20110607,4,37,12,3,1,1,4,1,0,0,2,1,7,0,0,0,0,9,4,1,1,0,0,27,14,1,0,1,0,"hared001","7","21"
"63","ANA201106080","ANA",20110608,3,36,8,4,0,0,3,0,0,1,4,0,11,0,0,1,0,8,4,4,4,1,0,30,11,2,0,0,0,"shiej002","8","21"
"64","ANA201106080","TBA",20110608,4,35,7,1,1,1,4,1,0,0,2,0,7,2,1,0,0,4,5,3,3,0,0,30,9,0,0,1,0,"weavj003","8","23"
"65","ANA201106100","ANA",20110610,2,34,8,1,0,0,2,0,0,0,1,0,6,0,0,0,0,6,2,4,4,2,0,27,12,0,0,2,0,"franj003","7","19"
"66","ANA201106100","KCA",20110610,4,34,8,3,0,2,4,0,0,0,5,1,5,1,0,1,0,8,3,2,2,1,0,27,11,0,0,0,0,"sante001","7","21"
"67","ANA201106110","ANA",20110611,7,32,9,0,1,0,6,0,1,0,4,1,8,4,0,0,0,6,5,4,4,0,0,27,18,0,1,2,0,"paulf001","5","15"
"68","ANA201106110","KCA",20110611,5,36,12,2,0,1,4,0,0,0,5,1,5,0,0,2,0,9,4,4,4,2,0,24,8,2,0,1,0,"pinej001","6","16"
"69","ANA201106120","ANA",20110612,0,27,5,1,0,0,0,0,0,1,6,0,1,0,0,4,0,7,3,9,9,2,1,27,12,0,0,1,0,"mazzv001","7","21"
"70","ANA201106120","KCA",20110612,9,38,13,4,0,0,8,0,0,1,4,0,10,2,1,1,0,7,2,0,0,0,0,27,16,0,0,5,0,"chatt001","4","11"
"71","ANA201106270","ANA",20110627,4,39,16,1,0,0,4,0,0,1,6,1,2,2,1,3,0,14,3,3,3,0,0,30,14,2,0,1,0,"lannj001","6","17"
"72","ANA201106270","WAS",20110627,3,35,6,1,0,3,3,1,0,1,1,0,6,0,0,1,0,5,4,4,4,0,0,28,13,0,0,3,0,"sante001","8","24"
"73","ANA201106280","ANA",20110628,11,41,15,3,0,3,10,1,0,0,5,0,7,1,0,1,0,12,5,3,3,2,0,27,12,2,0,3,0,"marqj001","6","15"
"74","ANA201106280","WAS",20110628,5,37,11,1,0,1,3,0,0,0,5,1,6,0,0,3,0,10,4,10,10,1,0,24,13,5,0,1,0,"pinej001","6","17"
"75","ANA201106290","ANA",20110629,1,27,4,0,0,0,0,0,0,0,1,0,4,0,0,1,0,3,3,0,0,0,0,27,7,1,0,0,0,"zimmj003","8","24"
"76","ANA201106290","WAS",20110629,0,30,3,1,0,0,0,0,0,1,1,0,8,0,0,0,0,5,1,0,0,1,0,24,12,1,0,1,0,"hared001","8","22"
"77","ANA201107010","ANA",20110701,0,32,6,1,0,0,0,0,0,2,1,0,5,0,1,0,0,8,4,5,5,2,0,27,11,1,0,0,0,"kuroh001","7","21"
"78","ANA201107010","LAN",20110701,5,36,13,2,0,0,4,2,2,2,6,1,4,5,0,0,0,16,3,0,0,0,0,27,8,0,0,0,0,"chatt001","6","15"
"79","ANA201107020","ANA",20110702,7,35,10,1,0,1,6,1,0,0,2,0,11,2,0,0,0,7,2,1,1,0,0,27,12,0,0,1,0,"kersc001","6","18"
"80","ANA201107020","LAN",20110702,1,29,5,3,0,0,1,0,1,0,2,0,9,0,1,1,0,4,3,6,6,0,0,24,6,2,0,0,0,"weavj003","8","24"
"81","ANA201107030","ANA",20110703,3,26,3,1,0,1,3,0,0,1,2,0,6,0,0,1,0,2,3,1,1,0,0,27,11,2,0,0,0,"billc001","8","24"
"82","ANA201107030","LAN",20110703,1,35,6,3,0,0,1,0,0,0,1,0,8,3,0,0,0,8,1,3,3,1,0,24,12,0,0,1,0,"sante001","8","23"
"83","ANA201107040","ANA",20110704,5,31,9,2,0,2,4,1,0,0,2,1,8,3,1,0,0,5,3,1,1,1,0,27,13,0,0,2,0,"furbc001","5","14"
"84","ANA201107040","DET",20110704,1,30,5,2,0,0,1,0,0,0,4,0,4,0,0,2,0,6,4,5,5,1,1,24,8,0,0,0,0,"pinej001","7","21"
"85","ANA201107050","ANA",20110705,1,29,7,2,0,0,1,0,0,0,2,0,8,0,0,1,0,6,1,0,0,1,0,27,8,0,0,0,0,"verlj001","8","23"
"86","ANA201107050","DET",20110705,0,30,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,3,2,1,1,0,0,24,9,1,0,2,0,"hared001","9","27"
"87","ANA201107060","ANA",20110706,4,31,6,1,0,1,4,0,0,0,3,0,6,1,0,2,0,3,4,3,3,0,0,27,13,1,0,1,0,"pennb002","7","19"
"88","ANA201107060","DET",20110706,5,30,6,0,0,1,5,2,0,0,8,0,7,0,0,1,0,8,4,4,4,0,0,27,9,0,0,2,0,"chatt001","6","16"
"89","ANA201107070","ANA",20110707,5,32,10,3,0,0,5,0,1,2,2,0,3,0,0,1,0,8,1,1,1,1,0,27,6,0,0,0,0,"fistd001","6","18"
"90","ANA201107070","SEA",20110707,1,33,6,1,0,0,1,0,0,0,1,0,6,1,0,0,0,6,2,5,5,0,0,24,11,0,0,1,0,"weavj003","9","27"
"91","ANA201107080","ANA",20110708,4,32,9,0,0,4,4,0,0,0,2,0,1,0,1,1,0,6,3,3,3,0,0,27,8,0,0,1,0,"beavb001","7","19"
"92","ANA201107080","SEA",20110708,3,31,7,1,0,0,3,0,2,0,1,0,8,2,0,0,0,4,4,4,4,0,0,24,11,1,0,1,0,"sante001","7","21"
"93","ANA201107090","ANA",20110709,9,36,12,1,0,3,8,0,0,0,4,0,7,0,0,0,0,7,3,3,3,0,0,27,7,1,0,0,0,"pinem001","5","15"
"94","ANA201107090","SEA",20110709,3,40,12,2,0,0,3,0,0,0,1,0,8,1,0,0,0,11,3,9,9,1,0,24,7,1,0,0,0,"pinej001","7","21"
"95","ANA201107100","ANA",20110710,4,32,8,1,0,1,4,0,0,0,3,2,7,1,0,0,0,7,2,2,2,0,0,27,7,1,0,0,0,"hernf002","7","21"
"96","ANA201107100","SEA",20110710,2,31,5,2,0,0,2,0,0,0,2,0,9,1,1,0,0,4,3,4,4,0,0,24,8,0,0,0,0,"hared001","9","26"
"97","ANA201107190","ANA",20110719,0,29,4,3,0,0,0,0,0,0,3,0,6,1,0,1,0,5,3,7,7,0,0,27,20,1,0,1,0,"ogana001","8","24"
"98","ANA201107190","TEX",20110719,7,38,13,3,0,3,7,0,0,0,6,0,3,1,1,1,0,10,2,0,0,1,0,27,7,0,0,1,0,"chatt001","5","15"
"99","ANA201107200","ANA",20110720,9,37,12,2,0,1,9,0,0,0,5,1,7,1,0,0,0,9,4,8,8,2,0,27,8,0,0,0,0,"holld003","6","16"
"100","ANA201107200","TEX",20110720,8,38,12,5,0,1,8,1,0,0,3,0,8,0,0,0,0,7,3,9,9,0,0,24,9,1,0,0,0,"hared001","5","13"
"101","ANA201107210","ANA",20110721,1,27,2,1,0,0,0,0,0,1,1,0,8,0,0,0,0,4,3,0,0,0,0,27,8,0,0,0,0,"wilsc004","8","24"
"102","ANA201107210","TEX",20110721,0,34,8,2,0,0,0,0,0,0,2,0,6,1,1,0,0,9,1,0,0,1,0,24,9,1,0,0,0,"weavj003","8","21"
"103","ANA201108020","ANA",20110802,5,30,8,4,0,2,5,1,0,0,2,0,4,0,0,0,0,4,1,1,1,0,0,27,8,0,0,2,0,"duenb001","6","18"
"104","ANA201108020","MIN",20110802,1,33,8,1,0,0,1,0,0,1,2,0,7,1,0,2,0,8,3,5,5,0,0,24,11,0,0,1,0,"sante001","9","27"
"105","ANA201108030","ANA",20110803,4,32,6,1,0,1,4,0,0,0,2,0,3,0,0,1,0,3,4,11,11,0,0,27,14,0,0,1,0,"bakes002","3","9"
"106","ANA201108030","MIN",20110803,11,41,15,2,0,5,11,0,0,0,2,1,4,1,0,1,0,5,3,3,3,1,0,27,11,1,0,1,0,"pinej001","5","13"
"107","ANA201108040","ANA",20110804,7,34,11,1,0,1,7,0,0,0,3,0,7,0,0,1,0,6,2,1,1,0,0,27,10,1,0,1,0,"lirif001","5","15"
"108","ANA201108040","MIN",20110804,1,32,6,1,0,1,1,0,0,0,0,0,7,0,0,1,0,4,4,7,7,1,0,24,9,0,1,1,0,"hared001","8","24"
"109","ANA201108050","ANA",20110805,1,37,10,2,0,0,1,0,0,1,2,0,8,0,0,0,0,12,2,0,0,0,0,30,14,0,0,3,0,"vargj001","6","18"
"110","ANA201108050","SEA",20110805,0,33,7,0,0,0,0,0,0,0,1,0,9,0,1,1,0,4,5,1,1,1,0,27,7,0,0,0,0,"weavj003","9","27"
"111","ANA201108060","ANA",20110806,1,33,8,2,0,0,1,0,0,0,1,0,2,1,1,2,0,6,3,5,5,0,0,27,12,0,0,1,0,"beavb001","8","24"
"112","ANA201108060","SEA",20110806,5,32,8,3,0,1,5,0,0,1,2,0,8,1,1,1,0,3,2,1,1,2,0,27,16,1,0,2,0,"chatt001","7","19"
"113","ANA201108070","ANA",20110807,2,28,4,0,0,1,2,0,0,0,0,0,12,0,0,0,0,2,2,1,1,1,0,27,15,0,0,1,0,"hernf002","8","24"
"114","ANA201108070","SEA",20110807,1,32,7,0,0,1,1,0,0,0,1,0,8,0,1,1,0,5,1,2,2,0,0,24,7,0,0,0,0,"sante001","9","25"
"115","ANA201108150","ANA",20110815,4,35,9,2,0,1,4,0,0,0,3,0,6,0,0,2,0,7,5,7,7,0,0,27,16,3,0,1,0,"ogana001","7","19"
"116","ANA201108150","TEX",20110815,8,39,14,4,0,2,7,2,0,0,1,0,7,0,0,1,0,7,3,4,4,0,0,27,7,1,0,2,0,"richg002","1","2"
"117","ANA201108160","ANA",20110816,3,32,9,3,0,0,3,0,0,0,1,0,7,0,1,2,0,3,4,7,7,0,0,27,17,0,0,2,0,"holld003","9","26"
"118","ANA201108160","TEX",20110816,7,40,17,1,0,1,7,0,1,0,4,0,5,0,1,2,0,11,2,3,3,0,0,27,15,0,0,2,0,"chatt001","3","6"
"119","ANA201108170","ANA",20110817,3,34,7,1,1,1,3,0,0,0,1,0,7,0,1,0,0,5,3,3,3,0,0,27,12,2,0,2,0,"wilsc004","7","21"
"120","ANA201108170","TEX",20110817,4,38,12,3,0,1,4,0,0,0,4,1,5,1,1,2,0,11,3,2,2,0,0,27,9,1,0,0,0,"sante001","8","23"
"121","ANA201108180","ANA",20110818,2,30,6,1,0,1,2,0,0,0,2,0,9,1,0,0,0,6,3,1,1,0,0,27,9,0,0,0,0,"lewic001","7","21"
"122","ANA201108180","TEX",20110818,1,34,7,1,0,1,1,0,0,0,2,0,8,2,0,0,0,8,3,2,2,0,0,24,5,1,0,0,0,"weavj003","7","21"
"123","ANA201108190","ANA",20110819,8,35,12,1,0,4,8,0,0,0,3,0,9,2,0,0,0,6,3,3,3,0,0,27,8,0,0,1,0,"reyej003","5","15"
"124","ANA201108190","BAL",20110819,3,36,12,2,0,0,3,0,2,1,1,0,11,0,0,1,0,10,4,8,8,0,0,24,10,1,0,0,0,"hared001","7","21"
"125","ANA201108200","ANA",20110820,9,42,12,3,0,1,7,1,1,2,2,0,3,0,0,3,0,5,5,7,7,0,0,36,25,1,0,4,0,"huntt002","7","19"
"126","ANA201108200","BAL",20110820,8,47,17,1,0,1,7,0,0,0,2,0,4,1,0,4,0,5,6,8,8,0,0,34,17,2,0,3,0,"pinej001","6","18"
"127","ANA201108210","ANA",20110821,7,36,14,5,0,2,6,1,0,0,3,0,5,2,0,1,0,9,2,1,1,0,0,27,8,1,0,1,0,"matub001","4","12"
"128","ANA201108210","BAL",20110821,1,33,6,1,0,1,1,0,0,0,2,0,7,0,0,1,0,7,3,6,6,0,0,24,6,3,0,2,0,"willj003","7","21"
"129","ANA201108230","ANA",20110823,5,34,12,2,1,1,4,0,1,0,3,1,3,0,1,0,0,8,2,4,4,0,0,27,12,0,0,3,0,"buehm001","6","18"
"130","ANA201108230","CHA",20110823,4,33,9,3,0,0,4,0,0,0,1,0,6,1,0,2,0,3,4,4,4,0,0,25,12,2,0,0,0,"sante001","8","24"
"131","ANA201108240","ANA",20110824,8,33,10,5,0,1,8,0,0,0,2,0,6,2,1,0,0,3,3,0,0,0,0,27,6,0,0,1,0,"stewz001","7","18"
"132","ANA201108240","CHA",20110824,0,30,5,1,0,0,0,0,0,0,2,0,11,0,1,1,0,5,2,8,8,0,0,24,13,0,1,0,0,"weavj003","7","21"
"133","ANA201109020","ANA",20110902,5,35,8,1,3,0,5,0,1,0,1,0,5,0,0,0,0,5,6,12,12,0,0,27,9,2,0,0,0,"pavac001","7","20"
"134","ANA201109020","MIN",20110902,13,43,15,4,0,1,11,0,0,0,9,0,6,0,0,0,0,12,3,4,4,0,0,27,10,1,0,0,0,"chatt001","4","11"
"135","ANA201109030","ANA",20110903,10,36,14,2,0,3,10,1,0,0,7,0,6,0,0,1,0,10,3,6,6,0,0,27,13,0,0,0,0,"duenb001","2","4"
"136","ANA201109030","MIN",20110903,6,37,9,1,0,1,6,0,0,0,3,0,9,0,0,0,0,7,5,8,8,0,0,24,12,1,0,1,0,"weavj003","5","15"
"137","ANA201109040","ANA",20110904,4,32,9,0,0,1,4,0,0,1,2,0,4,1,0,1,0,7,3,1,1,0,0,27,11,2,0,2,0,"slowk001","7","21"
"138","ANA201109040","MIN",20110904,1,30,5,0,0,1,1,0,0,0,2,0,4,0,2,1,0,4,3,4,4,0,0,24,5,0,0,1,0,"pinej001","7","21"
"139","ANA201109050","ANA",20110905,7,32,6,2,0,2,5,0,1,1,2,0,4,0,0,0,0,5,3,3,3,0,0,27,9,0,0,0,0,"vasqa001","6","17"
"140","ANA201109050","SEA",20110905,3,37,11,2,0,1,3,0,0,1,0,0,6,1,0,0,0,8,3,3,3,0,0,24,10,6,0,0,0,"hared001","6","18"
"141","ANA201109060","ANA",20110906,1,32,4,1,0,0,1,0,0,0,2,0,7,1,0,0,0,6,5,0,0,0,0,27,9,4,0,0,0,"hernf002","8","24"
"142","ANA201109060","SEA",20110906,2,39,10,0,1,0,2,0,1,0,3,0,7,3,0,0,0,14,2,0,0,0,0,27,14,1,1,0,0,"sante001","6","18"
"143","ANA201109070","ANA",20110907,3,30,6,2,0,0,3,0,0,0,1,0,4,0,0,0,0,4,2,1,1,0,0,27,15,0,0,0,0,"furbc001","8","22"
"144","ANA201109070","SEA",20110907,1,28,1,0,0,1,1,0,0,0,1,0,6,0,0,0,0,1,2,3,3,1,0,24,7,1,0,0,0,"willj003","8","24"
"145","ANA201109090","ANA",20110909,2,33,8,1,0,0,2,0,1,1,1,0,6,0,0,0,0,9,2,1,1,0,0,27,9,0,0,0,0,"colob001","7","21"
"146","ANA201109090","NYA",20110909,1,29,3,0,0,1,1,0,0,0,3,0,12,0,1,0,0,4,4,1,1,0,0,25,8,1,0,0,0,"weavj003","8","24"
"147","ANA201109100","ANA",20110910,6,34,13,4,0,2,6,1,1,2,5,1,8,0,1,0,0,13,1,0,0,0,0,27,14,0,0,2,0,"sabac001","6","18"
"148","ANA201109100","NYA",20110910,0,29,4,1,0,0,0,0,0,0,0,0,7,0,0,2,0,2,3,6,6,1,0,24,12,0,0,0,0,"hared001","9","27"
"149","ANA201109110","ANA",20110911,5,34,10,0,0,2,4,1,0,0,3,1,5,3,1,1,0,6,4,5,5,1,0,27,9,1,0,1,0,"garcf002","5","15"
"150","ANA201109110","NYA",20110911,6,33,8,1,0,2,5,0,1,0,6,1,11,0,1,1,0,7,5,5,5,1,0,27,11,0,0,1,0,"sante001","7","18"
"151","ANA201109230","ANA",20110923,1,30,3,0,0,1,1,0,0,0,3,0,5,0,0,1,0,5,2,2,2,2,0,27,7,1,0,1,0,"gonzg003","8","22"
"152","ANA201109230","OAK",20110923,3,32,6,1,0,2,2,1,0,1,0,0,8,1,0,1,0,4,3,1,1,0,0,27,7,1,0,1,0,"weavj003","9","25"
"153","ANA201109240","ANA",20110924,4,29,6,0,0,1,4,0,0,2,0,0,3,0,2,0,0,3,4,2,2,1,0,27,7,0,0,0,0,"moscg001","7","21"
"154","ANA201109240","OAK",20110924,2,35,8,1,0,0,2,0,0,0,3,0,5,2,0,0,0,9,3,3,3,0,0,24,13,1,0,0,0,"willj003","7","19"
"155","ANA201109250","ANA",20110925,5,34,9,1,1,2,5,1,0,0,4,0,7,3,1,0,0,7,5,4,4,0,0,27,9,1,0,1,0,"hardr001","6","18"
"156","ANA201109250","OAK",20110925,6,35,10,1,0,1,5,0,2,0,2,1,5,1,0,1,0,6,4,5,5,0,0,27,9,0,0,0,0,"pinej001","7","19"
"157","ANA201109260","ANA",20110926,3,34,8,1,0,0,3,0,0,0,5,0,8,2,0,0,0,9,2,3,3,0,0,27,9,1,1,1,0,"wilsc004","2","6"
"158","ANA201109260","TEX",20110926,4,36,10,1,0,1,3,0,0,0,2,0,9,1,0,1,0,7,6,2,2,0,0,27,6,0,1,1,0,"hared001","8","24"
